time_s,dx_m,dy_m,dz_m,rx_rad,ry_rad,rz_rad
0,0,0,0,0,0,0
0.0666666666667,0,0,0,0,0,0
0.133333333333,0,0,0,0,0,0
0.2,0,0,0,0,0,0
0.266666666667,0,0,0,0,0,0
0.333333333333,0,0,0,0,0,0
0.4,0,0,0,0,0,0
0.466666666667,0,0,0,0,0,0
0.533333333333,0,0,0,0,0,0
0.6,0,0,0,0,0,0
0.666666666667,0,0,0,0,0,0
0.733333333333,0,0,0,0,0,0
0.8,0,0,0,0,0,0
0.866666666667,0,0,0,0,0,0
0.933333333333,0,0,0,0,0,0
1,0,0,0,0,0,0
1.06666666667,0,0,0,0,0,0
1.13333333333,0,0,0,0,0,0
1.2,0,0,0,0,0,0
1.26666666667,0,0,0,0,0,0
1.33333333333,0,0,0,0,0,0
1.4,0,0,0,0,0,0
1.46666666667,0,0,0,0,0,0
1.53333333333,0,0,0,0,0,0
1.6,0,0,0,0,0,0
1.66666666667,0,0,0,0,0,0
1.73333333333,0,0,0,0,0,0
1.8,0,0,0,0,0,0
1.86666666667,0,0,0,0,0,0
1.93333333333,0,0,0,0,0,0
2,0,0,0,0,0,0
2.06666666667,0,0,0,0,0,0
2.13333333333,0,0,0,0,0,0
2.2,0,0,0,0,0,0
2.26666666667,0,0,0,0,0,0
2.33333333333,0,0,0,0,0,0
2.4,0,0,0,0,0,0
2.46666666667,0,0,0,0,0,0
2.53333333333,0,0,0,0,0,0
2.6,0,0,0,0,0,0
2.66666666667,0,0,0,0,0,0
2.73333333333,0,0,0,0,0,0
2.8,0,0,0,0,0,0
2.86666666667,0,0,0,0,0,0
2.93333333333,0,0,0,0,0,0
3,0,0,0,0,0,0
3.06666666667,0,0,0,0,0,0
3.13333333333,0,0,0,0,0,0
3.2,0,0,0,0,0,0
3.26666666667,0,0,0,0,0,0
3.33333333333,0,0,0,0,0,0
3.4,0,0,0,0,0,0
3.46666666667,0,0,0,0,0,0
3.53333333333,0,0,0,0,0,0
3.6,0,0,0,0,0,0
3.66666666667,0,0,0,0,0,0
3.73333333333,0,0,0,0,0,0
3.8,0,0,0,0,0,0
3.86666666667,0,0,0,0,0,0
3.93333333333,0,0,0,0,0,0
4,0,0,0,0,0,0
4.06666666667,0,0,0,0,0,0
4.13333333333,0,0,0,0,0,0
4.2,0,0,0,0,0,0
4.26666666667,0,0,0,0,0,0
4.33333333333,0,0,0,0,0,0
4.4,0,0,0,0,0,0
4.46666666667,0,0,0,0,0,0
4.53333333333,0,0,0,0,0,0
4.6,0,0,0,0,0,0
4.66666666667,0,0,0,0,0,0
4.73333333333,0,0,0,0,0,0
4.8,0,0,0,0,0,0
4.86666666667,0,0,0,0,0,0
4.93333333333,0,0,0,0,0,0
5,0,0,0,0,0,0
5.06666666667,0,0,0,0,0,0
5.13333333333,0,0,0,0,0,0
5.2,0,0,0,0,0,0
5.26666666667,0,0,0,0,0,0
5.33333333333,0,0,0,0,0,0
5.4,0,0,0,0,0,0
5.46666666667,0,0,0,0,0,0
5.53333333333,0,0,0,0,0,0
5.6,0,0,0,0,0,0
5.66666666667,0,0,0,0,0,0
5.73333333333,0,0,0,0,0,0
5.8,0,0,0,0,0,0
5.86666666667,0,0,0,0,0,0
5.93333333333,0,0,0,0,0,0
6,0,0,0,0,0,0
